EmployeeID,Age,Department,Location,Salary,SatisfactionScore,PerformanceScore,InnovationIndex,RetentionRisk,NeurodiversityStatus
345,44,Audio,Paris,105840,5.513,3.511,76.728,0.084,Neurotypical
346,61,Game Design,Vancouver,122078,3.161,8.224,24.765,0.899,Neurotypical
347,50,Marketing,Paris,140903,2.184,3.266,6.496,0.309,Neurotypical
348,22,Production,Berlin,76939,2.944,3.727,37.096,0.617,Neurodiverse
349,59,Art & Animation,Berlin,102385,3.338,6.479,26.879,0.729,Neurotypical
350,43,Management,Montreal,131301,8.806,7.201,51.478,0.032,Neurotypical
351,51,Production,Berlin,50143,7.392,4.342,0.234,0.382,Neurodiverse
352,41,Production,Tokyo,102839,5.971,6.322,67.966,0.283,Neurotypical
353,42,Art & Animation,Montreal,121337,1.188,3.232,44.168,0.546,Neurodiverse
354,21,Management,Seoul,77151,8.391,8.153,25.947,0.771,Neurotypical
355,46,Management,Tokyo,137172,5.972,9.929,27.12,0.131,Neurotypical
356,61,Game Design,Stockholm,104770,6.646,7.285,4.231,0.475,Neurotypical
357,21,Programming,London,136405,1.591,3.874,22.261,0.13,Neurotypical
358,45,Programming,London,122873,8.334,4.139,11.853,0.79,Neurotypical
359,36,Audio,Vancouver,74535,8.488,1.275,43.653,0.785,Neurotypical
360,59,Game Design,Seoul,147821,8.95,6.823,49.425,0.331,Neurotypical
361,52,Art & Animation,Vancouver,92980,5.753,6.4,82.351,0.328,Neurotypical
362,28,Game Design,Paris,112623,4.546,9.591,56.573,0.599,Neurotypical
363,62,Art & Animation,Shanghai,58116,1.657,4.619,58.733,0.997,Neurotypical
364,58,Production,Seoul,135650,2.745,9.396,9.727,0.981,Neurotypical
365,48,Audio,Los Angeles,108092,3.03,7.842,35.062,0.316,Neurotypical
366,61,Marketing,Berlin,97515,1.564,3.592,79.651,0.83,Neurotypical
367,45,Production,Montreal,63998,2.389,1.148,58.425,0.315,Neurotypical
368,54,Management,Paris,80279,8.981,7.54,37.532,0.511,Neurotypical
369,44,Marketing,Berlin,157370,5.909,5.467,43.104,0.032,Neurotypical
370,43,Game Design,Montreal,115150,7.88,9.657,11.589,0.94,Neurodiverse
371,32,Art & Animation,London,102096,3.475,1.199,2.624,0.735,Neurotypical
372,26,Marketing,Tokyo,103955,2.211,5.697,14.423,0.865,Neurodiverse
373,55,Production,London,100360,4.359,8.099,29.671,0.558,Neurotypical
374,64,Art & Animation,Paris,102885,8.137,8.108,28.317,0.065,Neurotypical
375,39,Audio,London,148517,3.676,7.049,70.315,0.439,Neurotypical
376,20,Production,London,145325,2.841,4.549,16.045,0.367,Neurodiverse
377,27,Management,London,64905,1.202,1.605,75.917,0.515,Neurodiverse
378,35,Game Design,Seoul,146474,6.616,3.716,70.908,0.21,Neurodiverse
379,33,Art & Animation,Paris,113706,4.922,6.86,15.143,0.452,Neurotypical
380,31,Game Design,Vancouver,62300,3.329,7.94,66.067,0.029,Neurodiverse
381,42,Art & Animation,London,68202,5.678,8.356,32.788,0.149,Neurotypical
382,34,Production,London,119030,7.306,7.967,10.633,0.871,Neurodiverse
383,47,Programming,Montreal,116021,3.227,3.914,62.295,0.378,Neurotypical
384,53,Programming,Tokyo,155848,6.479,7.247,79.304,0.429,Neurodiverse
385,21,Art & Animation,London,134935,3.341,9.722,96.245,0.357,Neurotypical
386,51,Audio,Vancouver,86247,9.88,2.229,55.018,0.621,Neurotypical
387,42,Game Design,Vancouver,56929,7.592,7.582,56.645,0.005,Neurotypical
388,41,Management,Tokyo,95174,6.424,4.69,46.321,0.948,Neurotypical
389,44,Quality Assurance,Tokyo,78603,2.551,3.025,30.859,0.554,Neurotypical
390,41,Art & Animation,Paris,95967,6.278,3.88,14.31,0.381,Neurotypical
391,41,Art & Animation,Tokyo,54937,8.204,2.498,30.019,0.863,Neurotypical
392,61,Programming,Los Angeles,148967,7.634,8.338,33.395,0.497,Neurodiverse
393,25,Marketing,Paris,100175,8.002,4.487,73.627,0.093,Neurotypical
394,34,Production,Stockholm,154620,3.86,9.439,12.872,0.913,Neurotypical
395,62,Programming,London,128610,3.954,9.697,18.677,0.387,Neurotypical
396,56,Game Design,Vancouver,115772,5.85,9.692,97.212,0.572,Neurotypical
397,52,Programming,Stockholm,73070,3.508,2.401,7.09,0.944,Neurotypical
398,27,Quality Assurance,London,61476,2.017,4.117,92.933,0.295,Neurodiverse
399,63,Audio,Vancouver,135263,5.15,3.793,14.636,0.178,Neurotypical
400,63,Production,Vancouver,154854,1.017,9.304,53.66,0.865,Neurotypical
401,24,Quality Assurance,Montreal,102369,7.847,1.778,39.622,0.522,Neurodiverse
402,58,Audio,Paris,68339,7.747,6.298,40.014,0.695,Neurotypical
403,23,Quality Assurance,Shanghai,72539,5.967,5.368,70.17,0.111,Neurodiverse
404,25,Management,Montreal,107079,7.729,9.786,65.595,0.696,Neurotypical
405,64,Production,Stockholm,50228,6.621,9.67,94.304,0.574,Neurotypical
406,51,Programming,Berlin,104090,7.277,4.816,71.835,0.328,Neurotypical
407,49,Quality Assurance,Paris,136980,1.582,4.972,60.703,0.85,Neurotypical
408,54,Programming,Tokyo,115202,8.931,4.461,17.588,0.461,Neurotypical
409,59,Production,Berlin,143524,6.795,8.103,47.664,0.409,Neurotypical
410,35,Programming,Stockholm,73199,6.496,1.902,49.717,0.183,Neurodiverse
411,32,Game Design,London,131628,4.485,2.045,63.887,0.255,Neurotypical
412,61,Programming,Seoul,151190,1.253,7.342,36.606,0.273,Neurotypical
413,49,Marketing,Shanghai,62451,9.113,1.15,14.538,0.406,Neurotypical
414,38,Quality Assurance,Montreal,129527,9.871,7.039,87.847,0.501,Neurotypical
415,36,Production,London,62669,8.27,2.158,3.242,0.99,Neurodiverse
416,38,Art & Animation,Stockholm,122410,9.235,8.076,13.495,0.545,Neurotypical
417,47,Art & Animation,Paris,144789,2.089,7.657,45.615,0.467,Neurotypical
418,45,Art & Animation,Stockholm,112885,2.158,2.64,88.88,0.64,Neurotypical
419,56,Production,Berlin,73989,8.916,7.812,10.253,0.756,Neurotypical
420,45,Marketing,Seoul,134739,1.518,8.112,73.765,0.979,Neurotypical
421,42,Programming,Berlin,118525,1.839,9.33,28.652,0.998,Neurodiverse
422,28,Quality Assurance,Paris,157582,8.352,7.52,7.593,0.861,Neurotypical
423,31,Audio,Vancouver,122674,6.013,8.808,89.496,0.043,Neurotypical
424,20,Audio,Berlin,84761,4.526,6.737,97.239,0.042,Neurotypical
425,20,Production,Los Angeles,144453,5.981,6.63,13.184,0.323,Neurotypical
426,53,Game Design,Vancouver,85813,8.909,7.078,89.607,0.868,Neurotypical
427,51,Marketing,Tokyo,121729,7.814,4.657,64.81,0.761,Neurotypical
428,44,Quality Assurance,London,66157,7.224,3.057,20.148,0.629,Neurotypical
429,59,Programming,Paris,133912,9.792,4.72,67.153,0.193,Neurotypical
430,64,Art & Animation,Stockholm,135519,5.692,6.341,81.134,0.971,Neurotypical
431,20,Marketing,Tokyo,102739,1.057,7.21,49.38,0.899,Neurotypical
432,35,Marketing,Berlin,149609,4.861,5.11,90.933,0.913,Neurotypical
433,58,Quality Assurance,London,114156,1.869,3.971,52.85,0.508,Neurotypical
434,24,Production,Vancouver,138283,2.048,3.222,18.543,0.368,Neurotypical
435,41,Programming,Los Angeles,81626,3.294,2.649,70.93,0.637,Neurotypical
436,48,Management,Vancouver,153771,4.432,5.287,67.689,0.656,Neurotypical
437,22,Management,Montreal,54459,5.334,7.358,64.043,0.927,Neurotypical
438,31,Production,Paris,120623,2.528,8.469,87.984,0.572,Neurotypical
439,45,Production,Vancouver,100071,3.805,4.108,52.795,0.879,Neurotypical
440,35,Game Design,Seoul,64898,3.489,6.5,70.423,0.315,Neurotypical
441,56,Production,Paris,91001,4.287,5.299,95.466,0.042,Neurotypical
442,41,Programming,Montreal,64758,1.972,9.696,13.776,0.436,Neurotypical
443,48,Game Design,Paris,97238,4.576,8.942,38.652,0.2,Neurotypical
444,33,Management,Paris,65121,5.989,8.94,21.878,0.778,Neurotypical
445,47,Game Design,Los Angeles,133202,1.873,6.213,32.384,0.805,Neurotypical
446,24,Art & Animation,Los Angeles,96270,5.687,4.931,51.058,0.783,Neurodiverse
447,49,Art & Animation,Stockholm,147535,7.803,6.867,84.541,0.463,Neurodiverse
448,24,Management,Vancouver,97851,1.074,2.437,39.951,0.893,Neurotypical
449,31,Quality Assurance,Berlin,110909,1.428,8.947,55.791,0.446,Neurotypical
450,35,Management,Berlin,98915,5.198,3.441,81.224,0.6,Neurotypical
451,45,Programming,Los Angeles,98993,8.855,8.442,92.813,0.213,Neurotypical
452,45,Production,London,154413,9.98,3.687,34.966,0.024,Neurotypical
453,40,Game Design,London,84888,1.841,5.698,17.796,0.604,Neurotypical
454,58,Quality Assurance,London,159641,1.165,7.95,58.214,0.653,Neurodiverse
455,55,Game Design,London,142794,3.059,4.544,89.578,0.929,Neurotypical
456,52,Marketing,Tokyo,63893,5.207,4.222,24.848,0.845,Neurotypical
457,49,Audio,Berlin,136416,6.146,8.991,49.945,0.776,Neurodiverse
458,56,Audio,London,81712,9.761,1.62,48.597,0.7,Neurotypical
459,42,Game Design,Montreal,79943,8.996,8.574,92.709,0.432,Neurotypical
460,29,Quality Assurance,Berlin,55306,6.059,9.354,45.671,0.489,Neurodiverse
461,24,Management,Paris,115461,4.255,6.068,53.626,0.779,Neurotypical
462,55,Art & Animation,Vancouver,143836,3.892,7.264,13.825,0.159,Neurotypical
463,53,Programming,Paris,74107,6.154,8.753,45.824,0.717,Neurotypical
464,50,Game Design,Berlin,154182,7.492,4.92,34.179,0.625,Neurotypical
465,29,Game Design,Stockholm,60709,5.335,8.909,22.166,0.224,Neurotypical
466,38,Programming,Seoul,148017,3.74,4.35,50.867,0.446,Neurotypical
467,51,Management,Los Angeles,64914,6.518,3.758,77.089,0.782,Neurotypical
468,20,Production,Berlin,146711,6.021,9.849,17.67,0.116,Neurotypical
469,24,Art & Animation,Shanghai,78412,4.846,1.28,14.157,0.624,Neurotypical
470,64,Game Design,London,115326,7.735,3.876,12.429,0.421,Neurodiverse
471,23,Marketing,Seoul,66151,3.54,5.127,76.309,0.251,Neurodiverse
472,35,Art & Animation,Los Angeles,114690,5.364,3.798,78.808,0.891,Neurotypical
473,43,Marketing,Tokyo,55009,9.463,3.539,88.872,0.478,Neurotypical
474,35,Audio,Tokyo,135782,7.505,4.336,96.413,0.988,Neurotypical
475,21,Programming,Shanghai,99280,4.492,4.583,37.741,0.635,Neurotypical
476,47,Art & Animation,Montreal,111818,5.916,1.644,34.044,0.331,Neurotypical
477,51,Production,Paris,110530,4.649,7.977,99.148,0.299,Neurodiverse
478,46,Art & Animation,Vancouver,51345,2.013,2.514,14.214,0.694,Neurotypical
479,39,Quality Assurance,Paris,126164,4.014,1.369,4.172,0.348,Neurodiverse
480,43,Quality Assurance,Los Angeles,159329,8.744,6.313,38.516,0.577,Neurotypical
481,31,Programming,Berlin,89900,5.151,7.017,8.805,0.566,Neurodiverse
482,54,Production,Paris,136562,6.262,7.843,38.325,0.016,Neurotypical
483,52,Art & Animation,Stockholm,79289,2.633,1.79,41.159,0.693,Neurotypical
484,52,Management,Paris,79432,4.206,2.546,63.874,0.567,Neurotypical
485,62,Audio,London,135143,9.363,2.641,74.414,0.81,Neurodiverse
486,56,Production,Paris,114140,3.828,6.343,64.78,0.939,Neurotypical
487,31,Game Design,Shanghai,69860,3.255,9.007,70.719,0.488,Neurotypical
488,22,Programming,Tokyo,55097,1.503,7.358,36.899,0.776,Neurotypical
489,20,Management,London,77114,1.875,3.832,45.653,0.469,Neurodiverse
490,52,Production,Los Angeles,110198,6.263,8.678,71.438,0.292,Neurodiverse
491,59,Programming,Stockholm,63473,6.94,7.028,14.741,0.901,Neurodiverse
492,29,Production,Montreal,113634,6.774,7.196,71.205,0.617,Neurotypical
493,62,Quality Assurance,Paris,157931,5.858,9.616,95.155,0.061,Neurotypical
494,63,Audio,Berlin,74831,5.419,9.553,17.567,0.934,Neurotypical
495,48,Programming,Stockholm,72106,1.649,4.471,39.443,0.417,Neurotypical
496,32,Audio,Tokyo,126145,8.566,6.723,58.137,0.668,Neurotypical
497,31,Programming,London,109097,5.618,2.818,71.815,0.959,Neurotypical
498,50,Quality Assurance,Vancouver,120282,2.187,4.707,25.203,0.534,Neurotypical
499,21,Game Design,Shanghai,80384,2.223,3.461,58.457,0.598,Neurotypical
500,54,Management,Stockholm,112754,5.617,4.306,93.505,0.189,Neurodiverse
501,42,Quality Assurance,Montreal,102563,3.201,7.079,35.745,0.778,Neurotypical
502,36,Programming,Montreal,66459,9.298,2.892,56.905,0.522,Neurotypical
503,45,Audio,Seoul,81288,5.491,2.623,62.408,0.487,Neurotypical
504,27,Marketing,Montreal,86379,9.806,4.414,88.73,0.178,Neurodiverse
505,48,Quality Assurance,Shanghai,123537,7.607,1.883,31.095,0.441,Neurotypical
506,45,Audio,Los Angeles,151696,8.296,8.325,87.295,0.949,Neurodiverse
507,29,Production,Los Angeles,125720,4.5,9.626,67.347,0.388,Neurotypical
508,45,Production,London,62949,2.206,8.212,71.694,0.222,Neurodiverse
509,53,Quality Assurance,Stockholm,153415,7.207,5.783,6.631,0.599,Neurodiverse
510,60,Programming,Los Angeles,94338,4.664,7.067,35.654,0.508,Neurotypical
511,26,Production,Montreal,121655,9.54,8.25,11.8,0.48,Neurotypical
512,23,Audio,Stockholm,85162,2.743,1.614,56.157,0.163,Neurotypical
513,64,Management,Montreal,84184,6.639,4.763,83.763,0.909,Neurotypical
514,30,Game Design,Montreal,112662,8.795,2.294,40.999,0.608,Neurotypical
515,48,Audio,Vancouver,123379,4.625,1.817,22.56,0.621,Neurotypical
516,55,Production,Los Angeles,76805,9.583,7.831,30.461,0.119,Neurotypical
517,44,Production,Paris,58431,1.69,8.723,57.319,0.456,Neurodiverse
518,40,Art & Animation,Vancouver,133697,6.282,1.754,76.753,0.583,Neurotypical
519,55,Marketing,Stockholm,154618,7.996,2.609,68.986,0.924,Neurotypical
520,29,Programming,Seoul,154068,2.816,2.987,94.217,0.58,Neurotypical
521,56,Audio,Stockholm,78836,1.521,8.713,88.387,0.959,Neurotypical
522,28,Production,Seoul,112393,1.719,9.222,10.491,0.692,Neurotypical
523,43,Programming,Paris,152462,3.873,7.885,70.369,0.156,Neurotypical
524,54,Quality Assurance,Stockholm,54146,3.009,8.167,39.365,0.065,Neurotypical
525,54,Quality Assurance,Vancouver,134551,3.015,4.084,33.614,0.548,Neurotypical
526,55,Audio,Shanghai,80762,5.127,4.675,47.588,0.944,Neurotypical
527,37,Art & Animation,Stockholm,93970,1.764,3.524,76.627,0.319,Neurotypical
528,58,Production,Paris,120976,9.96,9.625,41.679,0.884,Neurotypical
529,51,Audio,Vancouver,135309,7.262,7.549,82.108,0.146,Neurotypical
530,43,Game Design,Stockholm,98343,1.273,4.072,47.193,0.741,Neurotypical
531,42,Art & Animation,Berlin,127804,7.227,2.221,6.038,0.416,Neurotypical
532,51,Production,Montreal,75790,8.126,2.753,63.035,0.013,Neurotypical
533,56,Production,London,69945,2.717,2.837,78.078,0.289,Neurotypical
534,31,Programming,Vancouver,71925,8.562,6.533,31.598,0.401,Neurotypical
535,32,Audio,Seoul,57658,6.506,9.127,22.214,0.438,Neurotypical
536,42,Production,Tokyo,75191,8.388,8.818,64.018,0.172,Neurotypical
537,44,Programming,Tokyo,87426,7.45,1.627,35.264,0.617,Neurotypical
538,54,Production,Los Angeles,122957,7.342,7.382,90.579,0.847,Neurodiverse
539,60,Marketing,Montreal,59322,2.424,2.509,76.682,0.688,Neurotypical
540,49,Art & Animation,Tokyo,106613,3.842,3.793,46.119,0.799,Neurodiverse
541,36,Audio,Seoul,72014,5.709,5.894,97.557,0.348,Neurodiverse
542,39,Marketing,Berlin,120891,2.013,8.568,34.45,0.844,Neurotypical
543,44,Audio,Los Angeles,125249,5.306,3.131,44.462,0.006,Neurodiverse
544,41,Game Design,London,114322,5.008,8.864,64.894,0.828,Neurotypical
545,32,Quality Assurance,Los Angeles,156316,3.087,7.613,51.203,0.028,Neurotypical
546,38,Management,Stockholm,70835,2.797,7.068,34.439,0.646,Neurotypical
547,55,Programming,Montreal,150968,3.226,2.196,41.779,0.206,Neurotypical
548,31,Audio,Vancouver,153166,6.446,5.268,86.368,0.494,Neurotypical
549,60,Art & Animation,Los Angeles,140415,4.735,3.476,19.821,0.404,Neurotypical
550,38,Audio,Vancouver,94939,4.726,6.293,31.762,0.958,Neurotypical
551,31,Audio,London,60086,2.636,7.062,19.852,0.323,Neurodiverse
552,28,Audio,Paris,84283,8.086,1.588,51.221,0.665,Neurodiverse
553,26,Management,Shanghai,116119,7.303,6.798,16.09,0.517,Neurodiverse
554,47,Production,Paris,81860,4.862,5.483,17.114,0.379,Neurotypical
555,33,Audio,Tokyo,76622,2.28,8.548,83.429,0.651,Neurotypical
556,50,Production,Stockholm,99271,7.432,8.139,70.303,0.14,Neurodiverse
557,38,Art & Animation,Montreal,102436,9.09,4.717,18.85,0.733,Neurodiverse
558,35,Art & Animation,Montreal,90676,2.604,9.786,38.667,0.586,Neurotypical
559,24,Audio,Tokyo,102406,6.424,6.282,91.689,0.77,Neurotypical
560,54,Production,Berlin,113109,4.819,9.673,87.011,0.754,Neurotypical
561,31,Quality Assurance,Vancouver,80173,1.789,7.473,65.449,0.476,Neurotypical
562,44,Audio,Montreal,159798,7.532,4.668,28.398,0.418,Neurotypical
563,40,Programming,Paris,131791,1.64,3.104,37.329,0.856,Neurodiverse
564,55,Programming,Berlin,54459,7.32,5.189,65.325,0.912,Neurotypical
565,42,Art & Animation,Berlin,137485,3.53,9.424,56.047,0.419,Neurotypical
566,35,Management,Vancouver,117504,6.091,2.172,56.063,0.929,Neurotypical
567,58,Programming,Tokyo,85299,2.444,5.143,42.337,0.921,Neurotypical
568,64,Programming,Los Angeles,145157,4.338,4.122,9.023,0.13,Neurotypical
569,61,Game Design,Shanghai,154693,1.937,8.805,12.155,0.464,Neurotypical
570,58,Audio,Montreal,101081,5.206,8.237,83.532,0.805,Neurotypical
571,33,Audio,Seoul,124491,2.92,5.969,88.412,0.15,Neurotypical
572,50,Audio,Paris,104428,2.691,4.736,89.37,0.24,Neurotypical
573,24,Audio,London,142790,1.964,7.158,47.458,0.553,Neurotypical
574,54,Marketing,Shanghai,104877,7.889,9.578,93.551,0.122,Neurotypical
575,42,Audio,Vancouver,78387,6.756,1.91,83.772,0.337,Neurodiverse
576,48,Management,Stockholm,81084,2.412,9.089,38.416,0.515,Neurodiverse
577,62,Production,Montreal,50901,5.252,3.648,22.301,0.791,Neurotypical
578,30,Art & Animation,Berlin,80905,6.948,1.038,72.857,0.158,Neurodiverse
579,37,Production,Tokyo,141630,8.903,7.669,72.53,0.722,Neurotypical
580,31,Management,Montreal,88733,1.536,8.096,89.018,0.948,Neurotypical
581,28,Art & Animation,Seoul,151560,4.261,3.743,5.047,0.207,Neurotypical
582,29,Marketing,Tokyo,153810,6.544,8.006,35.257,0.227,Neurodiverse
583,63,Audio,Berlin,80999,1.141,8.182,3.487,0.784,Neurotypical
584,36,Quality Assurance,Los Angeles,106584,3.192,7.078,21.037,0.134,Neurotypical
585,57,Production,Berlin,51693,7.704,1.348,39.961,0.47,Neurotypical
586,26,Audio,Los Angeles,105647,4.202,7.007,12.307,0.413,Neurotypical
587,32,Art & Animation,Los Angeles,84897,1.76,9.392,82.229,0.511,Neurodiverse
588,59,Production,Tokyo,86779,6.639,6.583,20.288,0.519,Neurotypical
589,61,Game Design,Shanghai,51365,3.25,4.302,41.134,0.558,Neurotypical
590,28,Programming,Montreal,58387,7.315,6.071,80.168,0.818,Neurotypical
591,46,Game Design,Seoul,121739,9.102,9.938,11.673,0.428,Neurodiverse
592,21,Quality Assurance,Vancouver,82918,5.751,5.253,61.962,0.216,Neurodiverse
593,24,Audio,Berlin,55180,6.392,8.574,94.051,0.786,Neurodiverse
594,48,Marketing,Montreal,80342,5.63,2.247,45.429,0.979,Neurotypical
595,56,Audio,Los Angeles,106246,8.357,1.508,24.013,0.126,Neurotypical
596,57,Quality Assurance,Los Angeles,148634,3.175,4.511,94.32,0.26,Neurotypical
597,38,Quality Assurance,Berlin,143222,4.614,2.24,5.418,0.977,Neurotypical
598,27,Programming,Los Angeles,102476,9.055,3.975,31.16,0.222,Neurotypical
599,64,Quality Assurance,Stockholm,100106,7.513,7.439,81.734,0.422,Neurotypical
600,20,Game Design,Vancouver,94649,3.881,5.009,15.394,0.084,Neurotypical
601,41,Programming,Montreal,122936,8.494,3.891,8.408,0.305,Neurodiverse
602,36,Audio,London,93908,3.149,9.024,45.801,0.259,Neurotypical
603,26,Production,London,77817,6.708,1.085,33.177,0.958,Neurodiverse
604,44,Audio,Tokyo,105512,9.608,8.326,79.716,0.141,Neurotypical
605,64,Marketing,Berlin,126123,6.172,6.591,33.714,0.31,Neurotypical
606,23,Quality Assurance,Los Angeles,84812,8.195,1.418,66.983,0.08,Neurotypical
607,55,Quality Assurance,Tokyo,88413,7.619,1.307,56.019,0.672,Neurotypical
608,25,Art & Animation,Paris,138474,8.791,2.547,59.699,0.986,Neurotypical
609,50,Programming,London,69983,9.719,9.797,51.114,0.153,Neurotypical
610,38,Art & Animation,Shanghai,106026,1.201,1.771,13.546,0.627,Neurotypical
611,63,Programming,Tokyo,73425,1.251,7.65,6.203,0.153,Neurotypical
612,58,Game Design,Shanghai,55010,6.35,4.614,54.39,0.226,Neurotypical
613,46,Programming,Los Angeles,103142,9.588,3.13,64.942,0.542,Neurotypical
614,29,Audio,Paris,123384,5.371,6.175,72.533,0.95,Neurotypical
615,45,Marketing,Los Angeles,137565,8.558,4.314,72.214,0.475,Neurodiverse
616,38,Production,Paris,94974,7.911,3.792,74.031,0.451,Neurodiverse
617,58,Programming,Paris,97346,5.484,3.157,2.032,0.137,Neurotypical
618,22,Programming,Paris,131726,5.619,5.12,22.35,0.564,Neurodiverse
619,64,Programming,Stockholm,99113,4.924,2.526,72.959,0.462,Neurotypical
620,32,Marketing,Paris,109399,3.27,8.668,12.358,0.335,Neurotypical
621,47,Quality Assurance,Stockholm,147562,8.728,6.326,18.658,0.731,Neurotypical
622,39,Marketing,Los Angeles,159166,2.886,1.566,65.96,0.298,Neurotypical
623,47,Management,Stockholm,67959,9.162,5.113,80.818,0.903,Neurotypical
624,27,Management,Montreal,155027,4.238,6.666,16.248,0.873,Neurotypical
625,60,Management,Shanghai,121290,1.238,8.754,55.083,0.487,Neurotypical
626,58,Quality Assurance,Paris,52213,2.515,1.211,18.134,0.908,Neurotypical
627,20,Management,Seoul,100378,8.99,5.106,20.859,0.962,Neurotypical
628,22,Production,Vancouver,59855,2.156,7.353,48.198,0.036,Neurodiverse
629,32,Audio,Tokyo,124091,7.649,2.765,67.387,0.852,Neurodiverse
630,47,Marketing,Los Angeles,98279,2.645,2.992,57.419,0.402,Neurotypical
631,44,Quality Assurance,Berlin,55544,5.49,5.407,9.242,0.995,Neurotypical
632,52,Audio,Shanghai,71137,2.847,8.96,28.556,0.343,Neurotypical
633,57,Audio,Shanghai,151936,3.998,4.584,93.817,0.833,Neurotypical
